entity_id,state,last_changed
sensor.esp32_bme680_gas_resistance,55270.3,2025-01-28T02:44:59.031Z
sensor.esp32_bme680_gas_resistance,55785.7,2025-01-28T02:45:18.997Z
sensor.esp32_bme680_gas_resistance,56310.9,2025-01-28T02:45:39.068Z
sensor.esp32_bme680_gas_resistance,56386.7,2025-01-28T02:45:59.036Z
sensor.esp32_bme680_gas_resistance,55972.1,2025-01-28T02:46:19.019Z
sensor.esp32_bme680_gas_resistance,56923.2,2025-01-28T02:46:38.970Z
sensor.esp32_bme680_gas_resistance,56807.4,2025-01-28T02:46:58.942Z
sensor.esp32_bme680_gas_resistance,57352.0,2025-01-28T02:47:19.010Z
sensor.esp32_bme680_gas_resistance,57430.7,2025-01-28T02:47:38.976Z
sensor.esp32_bme680_gas_resistance,57391.3,2025-01-28T02:47:58.959Z
sensor.esp32_bme680_gas_resistance,57907.2,2025-01-28T02:48:19.013Z
sensor.esp32_bme680_gas_resistance,57827.2,2025-01-28T02:48:38.982Z
sensor.esp32_bme680_indoor_air_quality,11.4,2025-01-26T08:00:00.000Z
sensor.esp32_bme680_indoor_air_quality,unavailable,2025-01-28T00:18:47.899Z
sensor.esp32_bme680_indoor_air_quality,unknown,2025-01-28T02:15:13.286Z
sensor.esp32_bme680_indoor_air_quality,9.9,2025-01-28T02:15:39.076Z
sensor.esp32_bme680_indoor_air_quality,10.6,2025-01-28T02:16:39.094Z
sensor.esp32_bme680_indoor_air_quality,11.0,2025-01-28T02:17:39.102Z
sensor.esp32_bme680_indoor_air_quality,11.2,2025-01-28T02:18:39.103Z
sensor.esp32_bme680_indoor_air_quality,11.4,2025-01-28T02:19:39.115Z
sensor.esp32_bme680_indoor_air_quality,11.5,2025-01-28T02:20:39.238Z
sensor.esp32_bme680_indoor_air_quality,11.7,2025-01-28T02:21:39.078Z
sensor.esp32_bme680_indoor_air_quality,11.8,2025-01-28T02:22:39.120Z
sensor.esp32_bme680_indoor_air_quality,11.9,2025-01-28T02:24:39.138Z
sensor.esp32_bme680_indoor_air_quality,12.0,2025-01-28T02:26:39.157Z
sensor.esp32_bme680_indoor_air_quality,12.1,2025-01-28T02:28:39.174Z
sensor.esp32_bme680_indoor_air_quality,12.2,2025-01-28T02:32:39.203Z
sensor.esp32_bme680_indoor_air_quality,12.4,2025-01-28T02:33:39.206Z
sensor.esp32_bme680_indoor_air_quality,12.1,2025-01-28T02:34:39.111Z
sensor.esp32_bme680_indoor_air_quality,12.2,2025-01-28T02:35:39.217Z
sensor.esp32_bme680_indoor_air_quality,12.3,2025-01-28T02:39:39.137Z
